Place;Date;Page;Sector;Country Code;Year;Latitude;Longitude;Country;Region;Region District
Šafárikovo;2002-09-28;41;D;SK;2002;48,4221599;20,3232507;Slovensko;Banskobystrický kraj;okres Revúca
Šafov;;34;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šahy;1994-01-01;49;A;SK;1994;48,0693466;18,9482971;Slovensko;Nitriansky kraj;okres Levice
Šakvice;1994-01-01;36;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Šaľa;1994-01-01;47;B;SK;1994;48,151379;17,8748587;Slovensko;Nitriansky kraj;okres Šaľa
Šalgovce;;37;D;SK;1899;48,5251767;17,8968092;Slovensko;Nitriansky kraj;okres Topoľčany
Šalková;1994-01-01;39;D;SK;1994;48,7400818;19,2246597;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Šambron;2002-07-24;28;C;SK;2002;49,2254403;20,7497415;Slovensko;Prešovský kraj;okres Stará Ľubovňa
Šamorín;1994-01-01;46;B;SK;1994;48,0275832;17,3115709;Slovensko;Trnavský kraj;okres Dunajská Streda
Šamša;2021-05-22;42;D;SK;2021;48,141566;17,1058335;Slovensko;Bratislavský kraj;
Šanov (Gottwaldov);;37;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šanov (Rakovník);;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šanov (Znojmo);;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šaplava;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šaratice;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šarbov;2020-06-19;29;C;SK;2020;49,4275325;21,630318;Slovensko;Prešovský kraj;okres Svidník
Šardice;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šarišské Bohdanovce;2025-06-10;42;B;SK;2025;48,8459998;21,3171687;Slovensko;Prešovský kraj;okres Prešov
Šarišské Čierne;2020-06-20;29;C;SK;2020;49,3450406;21,382666;Slovensko;Prešovský kraj;okres Bardejov
Šarišské Jastrabie;2020-08-09;28;C;SK;2020;49,2435397;20,9101676;Slovensko;Prešovský kraj;okres Stará Ľubovňa
Šarišské Lúky;2025-06-10;42;B;SK;2025;49,0148991;21,2624685;Slovensko;Prešovský kraj;okres Prešov
Šarišské Michaľany;1994-01-01;42;B;SK;1994;49,070008;21,1355871;Slovensko;Prešovský kraj;okres Sabinov
Šariššké Sokolovce;2020-08-09;28;D;SK;2020;49,1066091;21,1658029;Slovensko;Prešovský kraj;okres Sabinov
Šarovce;1994-01-01;48;B;SK;1994;48,1031748;18,6363118;Slovensko;Nitriansky kraj;okres Levice
Šášovské Podhradie;1994-01-01;39;C;SK;1994;48,5755647;18,8987561;Slovensko;Banskobystrický kraj;okres Žiar nad Hronom
Šaštín- Stráže;2018-07-01;36;D;SK;2018;48,6380414;17,1439377;Slovensko;Trnavský kraj;okres Senica
Šatov;;35;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šávoľ;1994-01-01;50;B;SK;1994;48,304494;19,8256097;Slovensko;Banskobystrický kraj;okres Lučenec
Šebestěnice;;20;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šebešťanová;1994-01-01;24;D;SK;1994;49,1605071;18,4605131;Slovensko;Trenčiansky kraj;okres Považská Bystrica
Šebetov;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šebkovice;;34;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šebrov;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šemetkovce;2020-06-19;29;C;SK;2020;49,3097055;21,660905;Slovensko;Prešovský kraj;okres Svidník
Šemša;;42;D;SK;1899;48,6750943;21,1139033;Slovensko;Košický kraj;okres Košice - okolie
Šenkvice;1994-01-01;47;A;SK;1994;48,3000477;17,3475365;Slovensko;Bratislavský kraj;okres Pezinok
Šenov;1994-01-01;24;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Šerlich;;11;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Ševětín;;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šilheřovice;;14;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šimonovce;;51;A;SK;1899;48,2727599;20,1124972;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Šindelová;;6;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šintava;1994-01-01;47;B;SK;1994;48,2844464;17,7555257;Slovensko;Trnavský kraj;okres Galanta
Šipice;1994-01-01;49;A;SK;1994;48,2235871;18,9271018;Slovensko;Banskobystrický kraj;okres Krupina
Šipkov;2018-07-01;38;A;SK;2018;48,8522737;18,2956218;Slovensko;Trenčiansky kraj;okres Bánovce nad Bebravou
Širkovce;;51;A;SK;1899;48,2912691;20,0849297;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Široká Niva;;13;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Široké;1994-01-01;42;A;SK;1994;48,9989982;20,9429896;Slovensko;Prešovský kraj;okres Prešov
Šišov;2018-07-01;38;C;SK;2018;48,6569743;18,1795334;Slovensko;Trenčiansky kraj;okres Bánovce nad Bebravou
Šitbořice;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Škrdlovice;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Škvorec;2003-08-08;9;C;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Škvořetice;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šlapanice;;22;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šlapanov;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šluknov;;2;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šonov;;11;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šonov u Nového Města nad Metují;;11;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šoporňa;2019-11-05;47;B;SK;2019;48,2537301;17,8174915;Slovensko;Trnavský kraj;okres Galanta
Šošůvka;;22;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Špačince;2018-07-01;37;C;SK;2018;48,4393731;17,6091021;Slovensko;Trnavský kraj;okres Trnava
Špania Dolina;1994-01-01;39;B;SK;1994;48,8074695;19,134012;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Španie Pole;2019-06-23;41;C;SK;2019;48,5203073;20,1261043;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Špičák;1995-07-31;16;D;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Špindlerův Mlýn;;4;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šrobárová;1994-01-01;48;D;SK;1994;47,8042358;18,3227554;Slovensko;Nitriansky kraj;okres Komárno
Šťáhlavy;1995-08-09;17;A;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Štarnov;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štědrá;;6;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štefanov;2020-08-22;36;D;SK;2020;48,6775328;17,1998548;Slovensko;Trnavský kraj;okres Senica
Štefanovce;;43;B;SK;1899;49,041447;20,9722558;Slovensko;Prešovský kraj;okres Prešov
Štefanov nad Oravou;1994-01-01;26;C;SK;1994;49,3618506;19,5428433;Slovensko;Žilinský kraj;okres Tvrdošín
Štěchovice;;18;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štěkeň;;18;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štěnec;;11;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štěnovice;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štěpánkovice;;14;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štěpánov;1994-01-01;22;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Štěpánov nad Svratkou;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štěpánovice (České Budějovice);;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štěpánovice (Klatovy);;16;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štěrboholy;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šternberk;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štětí;;8;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štiavnické Bane;1994-01-01;39;C;SK;1994;48,4391925;18,8668508;Slovensko;Banskobystrický kraj;okres Banská Štiavnica
Štiavnik;2023-05-06;24;D;SK;2023;49,2426836;18,4655093;Slovensko;Žilinský kraj;okres Bytča
Štípa;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štipoklasy (České Budějovice);;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štipoklasy (Plzeň-sever);;6;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štiřin;1994-01-01;8;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Štítary (Domažlice);;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štítary (Znojmo);;34;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štítina;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štítná nad Vláří;2017-09-01;37;B;CZ;2017;#N/A;#N/A;#N/A;#N/A;#N/A
Štítné;2021-09-10;19;D;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Štítnik;1994-01-01;41;D;SK;1994;48,6589529;20,3641195;Slovensko;Košický kraj;okres Rožňava
Štítov;;17;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štíty;;12;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štoky;;20;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štós;2021-05-22;42;C;SK;2021;48,7092719;20,7868713;Slovensko;Košický kraj;okres Košice - okolie
Štós-kúpele;2021-05-22;42;A;SK;2021;48,7211716;20,7912236;Slovensko;Košický kraj;okres Košice - okolie
Štramberk;2003-10-04;24;A;CZ;2003;#N/A;#N/A;#N/A;#N/A;#N/A
Štrba;1994-01-01;41;A;SK;1994;49,0535636;20,0787196;Slovensko;Prešovský kraj;okres Poprad
Štrbské Pleso;1994-01-01;41;A;SK;1994;49,1191897;20,063955;Slovensko;Prešovský kraj;okres Poprad
Štrkovec;;41;D;SK;1899;48,3604264;20,3242139;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Študlov;;24;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Štúrovo;1994-01-01;49;C;SK;1994;47,7978002;18,7158785;Slovensko;Nitriansky kraj;okres Nové Zámky
Štvrtok na Ostrove;1995-05-03;47;A;SK;1995;48,098497;17,3545856;Slovensko;Trnavský kraj;okres Dunajská Streda
Šubířov;;22;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šuľa;1994-01-01;50;A;SK;1994;48,3548809;19,4068579;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Šulekovo;2018-07-01;37;D;SK;2018;48,4274975;17,7686725;Slovensko;Trnavský kraj;okres Hlohovec
Šumavské Hoštice;;31;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šumbark;;24;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šumburk nad Desnou;;4;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šumiac;1994-01-01;41;A;SK;1994;48,8401624;20,1298621;Slovensko;Banskobystrický kraj;okres Brezno
Šumice;;37;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šumná;;34;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šumperk;2018-07-01;12;C;CZ;2018;#N/A;#N/A;#N/A;#N/A;#N/A
Šumvald;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Šurany;1994-01-01;48;A;SK;1994;48,0861055;18,1868344;Slovensko;Nitriansky kraj;okres Nové Zámky
Šurianky;2018-07-01;38;C;SK;2018;48,4214918;18,0218577;Slovensko;Nitriansky kraj;okres Nitra
Šurice;2020-05-02;50;B;SK;2020;48,2303886;19,9146485;Slovensko;Banskobystrický kraj;okres Lučenec
Šúrovce;2018-07-01;47;B;SK;2018;48,3326588;17,7170924;Slovensko;Trnavský kraj;okres Trnava
Šutovce;1994-01-01;38;B;SK;1994;48,8008613;18,5370198;Slovensko;Trenčiansky kraj;okres Prievidza
Šútovo;1994-01-01;25;D;SK;1994;49,15;19,0833333;Slovensko;Žilinský kraj;okres Martin
Švábenice;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Švábovce;1994-01-01;41;B;SK;1994;49,0263575;20,3589232;Slovensko;Prešovský kraj;okres Poprad
Švedlár;1994-01-01;42;A;SK;1994;48,8129487;20,7120678;Slovensko;Košický kraj;okres Gelnica
Švermov;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Švermovo;1994-01-01;41;A;SK;1994;48,8515647;20,1877014;Slovensko;Banskobystrický kraj;okres Brezno
Švihov (Chrudim);;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Švihov (Klatovy);1995-07-31;16;B;CZ;1995;#N/A;#N/A;#N/A;#N/A;#N/A
Tábor;1994-01-01;19;C;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Tahanovce;;42;B;SK;1899;48,7545152;21,2584875;Slovensko;Košický kraj;
Tachov;;16;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tachty;;50;B;SK;1899;48,1541791;19,9413113;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Tajná;1994-01-01;48;B;SK;1994;48,2666174;18,3621839;Slovensko;Nitriansky kraj;okres Nitra
Tájov;1994-01-01;39;D;SK;1994;48,7463826;19,0702379;Slovensko;Banskobystrický kraj;okres Banská Bystrica
Talín;;18;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tanvald;;4;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tarnov;1994-01-01;28;D;SK;1994;49,3209214;21,1664648;Slovensko;Prešovský kraj;okres Bardejov
Tasov;;21;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tasovice;2004-05-23;35;A;CZ;2004;#N/A;#N/A;#N/A;#N/A;#N/A
Tašuľa;;44;C;SK;1899;48,6585973;22,1722513;Slovensko;Košický kraj;okres Sobrance
Tatce;1994-01-01;9;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Tatenice;1994-01-01;22;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Tatobity;;10;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tatranská Kotlina;1994-01-01;27;C;SK;1994;49,2295003;20,3176371;Slovensko;Prešovský kraj;okres Poprad
Tatranská Lesná;1994-01-01;27;C;SK;1994;49,1504761;20,2569922;Slovensko;Prešovský kraj;okres Poprad
Tatranská Lomnica;1994-01-01;27;C;SK;1994;49,1645786;20,280602;Slovensko;Prešovský kraj;okres Poprad
Tatranská Polianka;1994-01-01;27;C;SK;1994;49,1233184;20,1864306;Slovensko;Prešovský kraj;okres Poprad
Tatranská Štrba;1994-01-01;41;A;SK;1994;49,0853881;20,0691919;Slovensko;Prešovský kraj;okres Poprad
Tatranské Matliare;1994-01-01;27;C;SK;1994;49,1764994;20,2928277;Slovensko;Prešovský kraj;okres Poprad
Tavíkovice;;35;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tažovice;;17;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tečovice;;23;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tehla;1994-01-01;48;B;SK;1994;48,1833333;18,3833333;Slovensko;Nitriansky kraj;okres Levice
Těchlovice (Děčín);;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Těchlovice (Tachov);1994-01-01;16;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Těchobuz;;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Těchotín;;11;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tekovská Breznica;1994-01-01;38;D;SK;1994;48,3852575;18,6170859;Slovensko;Banskobystrický kraj;okres Žarnovica
Tekovské Lužany;1994-01-01;48;B;SK;1994;48,0974451;18,5442405;Slovensko;Nitriansky kraj;okres Levice
Tekovské Lužianky;1994-01-01;48;B;SK;1994;48,0978267;18,5084212;Slovensko;Nitriansky kraj;okres Levice
Tekovské Nemce;1994-01-01;48;B;SK;1994;48,3554125;18,5305099;Slovensko;Nitriansky kraj;okres Zlaté Moravce
Tekovské Trsťany;;49;A;SK;1899;48,20816;18,80441;Slovakia;Nitriansky kraj;okres Levice
Tekovský Hrádok;1994-01-01;48;B;SK;1994;48,1668646;18,5519501;Slovensko;Nitriansky kraj;okres Levice
Telce;;8;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Telč;2021-09-10;20;C;CZ;2021;#N/A;#N/A;#N/A;#N/A;#N/A
Telecí;;21;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Telince;1994-01-01;48;B;SK;1994;48,2309377;18,3692353;Slovensko;Nitriansky kraj;okres Nitra
Telnice (Brno-venkov);;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Telnice (Ústí nad Labem);;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Temelín;;18;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Těmice;;36;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Teplá (Karlovy Vary);;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Teplá (Žiar nad Hronom);1994-01-01;39;C;SK;1994;48,5209518;18,8620958;Slovensko;Banskobystrický kraj;okres Žiar nad Hronom
Teplice;1994-01-01;1;B;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Teplice nad Bečvou;1994-01-01;23;D;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Teplice nad Metují;2022-04-14;11;A;CZ;2022;#N/A;#N/A;#N/A;#N/A;#N/A
Teplička nad Váhom;1994-01-01;25;C;SK;1994;49,2251922;18,7943585;Slovensko;Žilinský kraj;okres Žilina
Teplýšovice;;19;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Teplý Vrch;2019-06-23;41;C;SK;2019;48,4698932;20,0975226;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Těptín;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Terany;1994-01-01;49;A;SK;1994;48,1837929;18,8985447;Slovensko;Banskobystrický kraj;okres Krupina
Terešov;;7;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Terezín;1994-01-01;8;A;CZ;1994;#N/A;#N/A;#N/A;#N/A;#N/A
Terchová;1994-01-01;25;D;SK;1994;49,2580251;19,0304784;Slovensko;Žilinský kraj;okres Žilina
Tesáre;2018-07-01;38;C;SK;2018;48,60046;18,0876052;Slovensko;Nitriansky kraj;okres Topoľčany
Tesárske Mlyňany;2023-08-19;48;B;SK;2023;48,3356382;18,3564362;Slovensko;Nitriansky kraj;okres Zlaté Moravce
Těšany;;36;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tešedíkovo;2025-08-16;47;B;SK;2025;48,101436;17,8512447;Slovensko;Nitriansky kraj;okres Šaľa
Těšetice;;22;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Těšíkov;;23;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Těšínov;;33;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Těškov;;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tešmák;;49;B;SK;1899;48,0645879;18,9846441;Slovensko;Nitriansky kraj;okres Levice
Tetčice;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tetín;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tibava;;44;A;SK;1899;48,740855;22,2082464;Slovensko;Košický kraj;okres Sobrance
Tichá (Český Krumlov);;32;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tichá (Nový Jičín);;24;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tichov;;23;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tichý Potok;2002-07-25;28;C;SK;2002;49,1473175;20,7885601;Slovensko;Prešovský kraj;okres Sabinov
Tikovice;;35;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tis;;20;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tisá;;2;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tísek;;23;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tisová (Karlovy Vary);;6;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tisová (Ústí nad Orlicí);;11;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tisovec;1994-01-01;40;D;SK;1994;48,6812756;19,9420632;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Tišice;;8;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tišnov;;21;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tíštín;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tlmače;1994-01-01;48;B;SK;1994;48,2897126;18,5311304;Slovensko;Nitriansky kraj;okres Levice
Tlučná;;16;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tlumačov (Domažlice);;16;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tlumačov (Gottwaldov);2017-09-01;23;C;CZ;2017;#N/A;#N/A;#N/A;#N/A;#N/A
Tlustice;;17;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tmaň;;8;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Točnica;2019-06-22;40;C;SK;2019;48,4129683;19,6411264;Slovensko;Banskobystrický kraj;okres Lučenec
Tochovice;;18;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tokajík;;29;D;SK;1899;49,1065344;21,7089918;Slovensko;Prešovský kraj;okres Stropkov
Tomášikovo;2003-05-03;47;B;SK;2003;48,0825031;17,6938719;Slovensko;Trnavský kraj;okres Galanta
Tomášov;1994-01-01;46;B;SK;1994;48,142097;17,3341269;Slovensko;Bratislavský kraj;okres Senec
Tomášovce;2020-08-04;40;C;SK;2020;48,392741;20,152593;Slovensko;Banskobystrický kraj;okres Rimavská Sobota
Tôň;1994-01-01;47;D;SK;1994;47,8047007;17,8380937;Slovensko;Nitriansky kraj;okres Komárno
Topoľa;;44;B;SK;1899;49,043183;22,3552084;Slovensko;Prešovský kraj;okres Snina
Topoľčany;2000-07-19;38;C;SK;2000;48,5594345;18,1754394;Slovensko;Nitriansky kraj;okres Topoľčany
Topoľčianky;2018-07-01;38;D;SK;2018;48,4202711;18,4101132;Slovensko;Nitriansky kraj;okres Zlaté Moravce
Topolecká;2003-12-13;37;A;SK;2003;48,8052045;17,6563511;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Topolná;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Topoľníky;2000-06-10;47;D;SK;2000;47,9677622;17,7857453;Slovensko;Trnavský kraj;okres Dunajská Streda
Topoľovec;2018-07-01;47;C;SK;2018;47,834741;17,6130145;Slovensko;Trnavský kraj;okres Dunajská Streda
Topoľovka;2020-07-23;43;B;SK;2020;48,9238403;21,8093623;Slovensko;Prešovský kraj;okres Humenné
Torysa;2002-07-25;28;C;SK;2002;49,0674308;21,1176918;Slovensko;Prešovský kraj;
Torysky;2002-07-25;42;A;SK;2002;49,0955903;20,6777241;Slovensko;Prešovský kraj;okres Levoča
Toušeň;;9;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Toužim;;6;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tovačov;;22;D;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Tovarníky;2000-07-19;38;C;SK;2000;48,5716723;18,145645;Slovensko;Nitriansky kraj;okres Topoľčany
Trakovice;2018-09-01;37;D;SK;2018;48,4389767;17,7110337;Slovensko;Trnavský kraj;okres Hlohovec
Traplice;;37;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Travná;;12;A;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Trávnica;2023-08-19;48;B;SK;2023;48,1344307;18,3332336;Slovensko;Nitriansky kraj;okres Nové Zámky
Trávnik;2025-08-02;47;D;SK;2025;47,7738171;17,7885433;Slovensko;Nitriansky kraj;okres Komárno
Trebatice;2018-09-01;37;D;SK;2018;48,5963473;17,7497006;Slovensko;Trnavský kraj;okres Piešťany
Trebeľovce;1994-01-01;50;B;SK;1994;48,2844438;19,7150256;Slovensko;Banskobystrický kraj;okres Lučenec
Trebichava;2018-07-01;38;A;SK;2018;48,8219355;18,3013058;Slovensko;Trenčiansky kraj;okres Bánovce nad Bebravou
Trebišov;2026-06-01;43;D;SK;2026;48,6286222;21,7201711;Slovensko;Košický kraj;okres Trebišov
Trebušovce;2018-07-01;49;B;SK;2018;48,1165689;19,1979774;Slovensko;Banskobystrický kraj;okres Veľký Krtíš
Trenčianska Teplá;1994-01-01;38;A;SK;1994;48,9344602;18,1200726;Slovensko;Trenčiansky kraj;okres Trenčín
Trenčianska Turná;2004-01-01;38;A;SK;2004;48,85;18,0166667;Slovensko;Trenčiansky kraj;okres Trenčín
Trenčianske Biskupice;2024-08-11;38;A;SK;2024;48,8694864;18,0085733;Slovensko;Trenčiansky kraj;okres Trenčín
Trenčianske Bohuslavice;1994-01-01;37;B;SK;1994;48,7987083;17,8603998;Slovensko;Trenčiansky kraj;okres Nové Mesto nad Váhom
Trenčianske Jastrabie;2003-12-30;38;A;SK;2003;48,800097;18,1154517;Slovensko;Trenčiansky kraj;okres Trenčín
Trenčianske Mitice;2018-07-01;38;A;SK;2018;48,8157414;18,113382;Slovensko;Trenčiansky kraj;okres Trenčín
Trenčianske Teplice;2018-07-01;38;A;SK;2018;48,9094451;18,1702976;Slovensko;Trenčiansky kraj;okres Trenčín
Trenčín;1994-01-01;38;A;SK;1994;48,8922719;18,0387465;Slovensko;Trenčiansky kraj;okres Trenčín
Trhanov;;16;C;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Trhová Kamenice;;20;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Horné Mýto;2000-06-10;47;D;SK;2000;48,0110295;17,7511796;Slovensko;Trnavský kraj;okres Dunajská Streda
Trhová Hradská;2000-06-10;47;D;SK;2000;47,9905376;17,747302;Slovensko;Trnavský kraj;okres Dunajská Streda
Trhové Sviny;;32;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
Trhovište;2002-09-28;43;B;SK;2002;48,6982767;21,8061331;Slovensko;Košický kraj;okres Michalovce
Trhový Štěpánov;;19;B;CZ;1899;#N/A;#N/A;#N/A;#N/A;#N/A
